"Delivery_Duration","Order_Type","Delivery_Person_Age","Delivery_Person_Tenure","Delivery_Person_Ratings","Vehicle_Type","Vehicle_Condition","Festival","Location_Type","Weather_Conditions","Road_Traffic_Conditions","Multiple_Deliveries","Grievances","Order_Placed_Picked_Duration"
34,"Snack ",39,5,4.7,"electric_scooter",0,"No","Metropolitan","Windy","Medium",1,"N",5
28,"Snack ",25,11,4,"motorcycle",0,"No","Metropolitan","Windy","Low ",1,"N",15
13,"Meal ",25,3,4.7,"scooter",1,"No","Metropolitan","Sandstorms","Jam ",0,"N",5
25,"Snack ",20,13,4.8,"electric_scooter",2,"No","Metropolitan","Windy","Medium",1,"N",15
22,"Meal ",20,1,4.5,"motorcycle",0,"No","Semi-Urban","Sandstorms","Low",1,"N",5
33,"Meal ",30,18,4.7,"electric_scooter",2,"No","Metropolitan","Fog","Jam ",1,"Y",10
14,"Buffet ",36,18,4.9,"electric_scooter",1,"No","Metropolitan","Sunny","Low ",1,"Y",15
37,"Buffet ",26,18,4.7,"electric_scooter",0,"No","Metropolitan","Windy","Jam ",1,"N",10
40,"Meal ",31,5,4.7,"electric_scooter",1,"No","Metropolitan","Fog","Medium",1,"N",10
19,"Drinks ",30,23,4.9,"scooter",1,"No","Urban","Sandstorms","Medium",1,"N",15
28,"Drinks ",33,9,4.5,"motorcycle",0,"No","Metropolitan","Sandstorms","Jam ",0,"N",15
19,"Buffet ",36,17,4.5,"scooter",1,"No","Semi-Urban","Fog","Low ",1,"N",5
38,"Meal ",38,6,4.3,"motorcycle",1,"No","Urban","Stormy","Jam ",1,"N",5
33,"Meal ",21,12,5,"motorcycle",2,"No","Metropolitan","Sandstorms","High ",1,"Y",15
18,"Snack ",25,23,4.6,"motorcycle",1,"No","Urban","Stormy","Low ",1,"N",5
38,"Drinks ",34,3,4,"motorcycle",0,"No","Metropolitan","Stormy","Medium",1,"Y",10
29,"Drinks ",27,18,4.6,"scooter",0,"No","Metropolitan","Fog","Low",1,"N",15
26,"Snack ",25,23,4.7,"motorcycle",0,"No","Urban","Cloudy","High ",1,"N",10
31,"Drinks ",34,8,4.6,"motorcycle",2,"No","Metropolitan","Windy","Jam ",0,"N",10
29,"Drinks ",35,17,4.4,"motorcycle",0,"No","Metropolitan","Windy","Low ",1,"Y",5
38,"Buffet ",37,23,4.6,"electric_scooter",2,"No","Metropolitan","Cloudy","Jam ",1,"N",10
39,"Drinks ",38,13,4.2,"scooter",0,"No","Semi-Urban","Sandstorms","Jam ",2,"N",5
34,"Meal ",23,4,4.2,"motorcycle",0,"No","Metropolitan","Stormy","Low ",1,"N",15
54,"Snack ",24,15,4.9,"electric_scooter",0,"No","Semi-Urban","Fog","Jam ",0,"N",5
39,"Meal ",39,18,3.5,"electric_scooter",2,"No","Urban","Sandstorms","Jam ",1,"N",5
18,"Snack ",36,17,4.7,"motorcycle",1,"No","Urban","Stormy","Medium",1,"N",15
22,"Buffet ",21,17,4.7,"motorcycle",0,"No","Urban","Sunny","Low",0,"N",15
29,"Drinks ",23,13,5,"motorcycle",2,"No","Metropolitan","Stormy","Medium",0,"N",10
15,"Buffet ",31,17,4.8,"scooter",2,"No","Urban","Cloudy","Low",0,"N",10
43,"Meal ",31,23,4.7,"scooter",2,"No","Metropolitan","Cloudy","Jam ",0,"Y",10
33,"Meal ",21,23,4.6,"electric_scooter",2,"No","Urban","Stormy","High",0,"N",15
16,"Snack ",26,21,4.6,"motorcycle",2,"No","Semi-Urban","Sunny","Medium",0,"N",10
18,"Buffet ",24,15,4.7,"scooter",2,"No","Urban","Sunny","Low",1,"N",15
28,"Drinks ",35,16,4.7,"scooter",2,"No","Urban","Sunny","Medium",1,"Y",15
18,"Snack ",20,9,4.5,"electric_scooter",1,"No","Semi-Urban","Fog","Medium",1,"N",15
45,"Snack ",22,17,5,"motorcycle",0,"Yes","Metropolitan","Cloudy","Jam ",1,"N",10
31,"Drinks ",29,8,4.8,"scooter",1,"No","Urban","Windy","Jam ",0,"Y",15
47,"Buffet ",24,19,4.3,"motorcycle",0,"Yes","Urban","Windy","Jam ",1,"Y",15
25,"Snack ",37,17,4.5,"motorcycle",1,"No","Metropolitan","Fog","Low ",1,"N",15
27,"Drinks ",35,18,4.6,"motorcycle",2,"No","Metropolitan","Stormy","Medium",1,"N",5
24,"Buffet ",30,2,4.6,"scooter",2,"No","Metropolitan","Sandstorms","Low ",0,"N",5
19,"Drinks ",23,15,4.7,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",0,"Y",10
45,"Snack ",33,18,4.3,"motorcycle",0,"No","Metropolitan","Stormy","Medium",0,"Y",15
12,"Snack ",23,17,5,"scooter",2,"No","Urban","Stormy","Low",0,"N",5
42,"Snack ",38,16,4.8,"motorcycle",0,"No","Metropolitan","Sunny","Jam ",1,"Y",15
10,"Snack ",23,21,4.6,"scooter",1,"No","Urban","Cloudy","Low",0,"Y",5
41,"Snack ",35,16,4.8,"motorcycle",0,"No","Metropolitan","Stormy","High ",0,"N",15
27,"Drinks ",39,19,4.9,"scooter",2,"No","Urban","Sandstorms","Low ",0,"N",15
42,"Meal ",23,2,3.7,"motorcycle",1,"No","Semi-Urban","Sandstorms","Jam ",1,"N",10
16,"Meal ",38,17,4.8,"motorcycle",2,"No","Metropolitan","Stormy","Low ",1,"N",5
18,"Snack ",25,15,4.8,"electric_scooter",1,"No","Urban","Sandstorms","Medium",1,"N",15
31,"Meal ",23,17,4.7,"scooter",1,"No","Urban","Stormy","High",0,"N",15
20,"Snack ",38,19,4.8,"motorcycle",0,"No","Metropolitan","Fog","Medium",1,"N",5
24,"Buffet ",23,15,4.8,"motorcycle",1,"No","Urban","Stormy","Medium",1,"N",5
18,"Meal ",39,21,4.9,"electric_scooter",2,"No","Metropolitan","Windy","Low ",0,"N",10
19,"Buffet ",30,12,4.7,"scooter",2,"No","Metropolitan","Windy","Low ",1,"Y",10
33,"Meal ",28,5,4.1,"electric_scooter",2,"No","Metropolitan","Windy","Medium",1,"N",10
26,"Snack ",32,2,4,"motorcycle",0,"No","Urban","Sandstorms","Low ",0,"N",5
40,"Meal ",39,17,3.9,"motorcycle",0,"No","Metropolitan","Sunny","High ",1,"Y",15
15,"Drinks ",38,9,4.7,"scooter",1,"No","Metropolitan","Sandstorms","Low ",0,"N",5
47,"Meal ",22,3,4.3,"electric_scooter",0,"No","Urban","Windy","High",2,"N",5
12,"Buffet ",30,19,4.8,"scooter",2,"No","Metropolitan","Stormy","Low ",0,"Y",15
21,"Drinks ",23,18,4.7,"scooter",0,"No","Urban","Fog","Low",1,"Y",15
38,"Meal ",29,15,4.7,"electric_scooter",2,"No","Urban","Cloudy","Jam",1,"N",5
13,"Snack ",33,15,4.9,"electric_scooter",2,"No","Urban","Windy","High",1,"N",10
24,"Meal ",21,17,5,"scooter",2,"No","Urban","Windy","Medium",1,"Y",5
23,"Buffet ",31,23,4.9,"motorcycle",2,"No","Metropolitan","Sandstorms","Medium",0,"N",15
15,"Buffet ",33,23,4.7,"motorcycle",2,"No","Metropolitan","Fog","Low ",0,"N",10
19,"Snack ",25,12,4.7,"motorcycle",0,"No","Metropolitan","Stormy","Low ",0,"Y",15
39,"Drinks ",22,7,4.9,"electric_scooter",1,"No","Urban","Fog","Jam ",2,"N",5
28,"Buffet ",35,12,4.7,"motorcycle",1,"No","Metropolitan","Sandstorms","Medium",1,"N",15
28,"Meal ",39,3,4.9,"motorcycle",0,"No","Urban","Stormy","High ",1,"N",10
39,"Buffet ",27,5,4.6,"electric_scooter",0,"No","Metropolitan","Fog","Low ",0,"Y",15
28,"Buffet ",29,3,5,"motorcycle",1,"No","Urban","Stormy","Jam ",1,"N",15
28,"Drinks ",29,15,4.9,"scooter",1,"No","Semi-Urban","Sandstorms","Jam",0,"N",10
17,"Buffet ",32,5,4.5,"motorcycle",1,"No","Urban","Stormy","Medium",1,"N",15
33,"Drinks ",27,16,4.7,"motorcycle",1,"No","Metropolitan","Cloudy","Medium",1,"N",10
21,"Meal ",39,21,4.8,"scooter",2,"No","Semi-Urban","Sandstorms","Low ",0,"Y",10
25,"Meal ",27,16,4.6,"electric_scooter",2,"No","Metropolitan","Stormy","Jam ",1,"Y",10
24,"Drinks ",31,23,4.8,"motorcycle",0,"No","Semi-Urban","Sunny","Low ",1,"N",5
30,"Drinks ",26,4,4.7,"motorcycle",1,"No","Urban","Sunny","Low ",1,"N",5
23,"Buffet ",28,12,4.8,"electric_scooter",0,"No","Metropolitan","Fog","Low ",0,"N",10
13,"Snack ",24,23,4.8,"motorcycle",1,"No","Urban","Windy","Low ",0,"N",10
24,"Meal ",31,21,4.9,"electric_scooter",1,"No","Urban","Sunny","Medium",1,"N",5
20,"Drinks ",29,21,4.6,"scooter",2,"No","Urban","Sandstorms","Medium",1,"N",5
39,"Drinks ",24,12,4.7,"motorcycle",0,"No","Semi-Urban","Stormy","High ",2,"N",15
17,"Snack ",34,14,4.5,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",1,"Y",5
25,"Buffet ",32,16,4.6,"scooter",2,"No","Semi-Urban","Sandstorms","Low",0,"N",5
14,"Drinks ",35,22,4.6,"electric_scooter",2,"No","Metropolitan","Stormy","High ",0,"Y",15
25,"Drinks ",24,23,4.6,"motorcycle",1,"No","Metropolitan","Sunny","Medium",1,"Y",15
19,"Drinks ",32,23,5,"motorcycle",2,"No","Metropolitan","Windy","Low ",1,"N",10
15,"Buffet ",34,19,4.5,"scooter",2,"No","Metropolitan","Sunny","Medium",1,"N",5
39,"Buffet ",24,7,4.3,"motorcycle",1,"No","Metropolitan","Fog","High ",0,"N",10
20,"Snack ",33,13,4.7,"electric_scooter",0,"No","Urban","Sunny","Low ",1,"N",15
19,"Buffet ",22,23,4.7,"scooter",1,"No","Semi-Urban","Cloudy","Medium",0,"N",5
16,"Meal ",33,21,5,"scooter",1,"No","Urban","Sunny","Low",1,"N",5
13,"Snack ",38,17,4.7,"electric_scooter",1,"No","Urban","Windy","Low",0,"N",15
31,"Buffet ",37,21,4.5,"motorcycle",2,"No","Metropolitan","Windy","Medium",1,"N",15
14,"Drinks ",32,15,4.7,"scooter",1,"No","Urban","Stormy","High",0,"N",15
44,"Drinks ",24,14,4.9,"motorcycle",0,"Yes","Semi-Urban","Cloudy","Medium",1,"Y",5
16,"Buffet ",34,9,4.5,"scooter",2,"No","Semi-Urban","Fog","Medium",1,"N",5
30,"Drinks ",37,17,4.8,"scooter",1,"No","Urban","Fog","Low",1,"N",15
22,"Drinks ",25,18,4.6,"scooter",1,"No","Urban","Windy","Medium",1,"N",15
23,"Buffet ",30,19,4.7,"electric_scooter",1,"No","Metropolitan","Windy","Low",0,"N",5
18,"Snack ",22,23,5,"scooter",1,"No","Metropolitan","Sunny","Low ",1,"N",10
26,"Meal ",33,17,4.7,"motorcycle",2,"No","Metropolitan","Stormy","Jam",1,"N",15
35,"Meal ",36,11,2.5,"electric_scooter",2,"No","Semi-Urban","Sunny","Low ",0,"N",25
27,"Meal ",27,15,4.7,"motorcycle",2,"No","Urban","Cloudy","Low",0,"N",5
42,"Meal ",29,1,4.3,"motorcycle",0,"No","Urban","Sandstorms","Medium",2,"N",5
12,"Buffet ",32,21,4.5,"motorcycle",2,"No","Semi-Urban","Stormy","Low ",1,"N",15
18,"Drinks ",23,23,4.7,"motorcycle",0,"No","Semi-Urban","Stormy","Low",0,"Y",10
26,"Buffet ",28,7,4.6,"motorcycle",0,"No","Urban","Windy","Low ",1,"N",15
21,"Meal ",29,16,4.7,"motorcycle",0,"No","Metropolitan","Cloudy","Low ",0,"N",10
42,"Snack ",38,18,4.9,"electric_scooter",2,"No","Metropolitan","Cloudy","Jam ",2,"N",10
26,"Drinks ",26,19,4.8,"electric_scooter",0,"No","Metropolitan","Fog","Medium",0,"N",15
19,"Buffet ",39,1,4.6,"motorcycle",1,"No","Metropolitan","Cloudy","Low ",1,"Y",15
28,"Snack ",24,9,5,"scooter",0,"No","Metropolitan","Fog","Jam ",0,"N",10
44,"Snack ",28,7,4,"motorcycle",0,"No","Metropolitan","Cloudy","Low ",1,"Y",5
37,"Buffet ",29,23,4.9,"scooter",2,"No","Semi-Urban","Cloudy","Jam ",2,"N",5
23,"Drinks ",26,23,4.6,"electric_scooter",2,"No","Metropolitan","Stormy","High ",1,"N",15
28,"Drinks ",23,21,4.9,"scooter",1,"No","Metropolitan","Windy","Medium",0,"N",5
17,"Drinks ",38,22,4.7,"motorcycle",2,"No","Urban","Fog","Low",1,"N",5
25,"Snack ",25,14,4.6,"scooter",2,"No","Metropolitan","Windy","Medium",1,"N",15
21,"Buffet ",29,18,5,"scooter",1,"No","Urban","Stormy","Low",1,"N",10
39,"Drinks ",29,14,4.1,"electric_scooter",0,"No","Urban","Sandstorms","Jam ",1,"N",10
26,"Buffet ",33,14,4.7,"scooter",1,"No","Semi-Urban","Windy","Jam ",1,"Y",5
28,"Meal ",38,3,4.8,"scooter",1,"No","Metropolitan","Stormy","Low ",1,"N",10
44,"Meal ",31,7,4.1,"scooter",0,"No","Metropolitan","Sunny","Jam ",1,"N",15
28,"Snack ",33,14,4.9,"scooter",1,"No","Semi-Urban","Windy","Jam ",1,"N",5
39,"Buffet ",33,9,4.8,"electric_scooter",0,"No","Metropolitan","Windy","Medium",1,"Y",15
21,"Snack ",22,22,4.9,"electric_scooter",2,"No","Metropolitan","Stormy","Medium",0,"N",5
37,"Meal ",23,15,4.8,"motorcycle",0,"No","Metropolitan","Stormy","Jam",2,"N",10
22,"Snack ",29,15,4.7,"scooter",0,"No","Metropolitan","Sunny","Medium",0,"N",5
25,"Snack ",35,22,5,"motorcycle",0,"No","Urban","Sandstorms","Low",0,"N",5
21,"Drinks ",32,21,4.7,"scooter",2,"No","Urban","Sunny","High",0,"N",15
45,"Drinks ",20,5,4.2,"electric_scooter",0,"No","Metropolitan","Sunny","Jam ",1,"N",5
24,"Meal ",39,1,4.6,"motorcycle",0,"No","Urban","Sandstorms","Low",1,"Y",15
38,"Meal ",22,7,4.8,"scooter",0,"No","Metropolitan","Windy","Medium",1,"N",15
30,"Buffet ",26,13,4.7,"electric_scooter",0,"No","Metropolitan","Cloudy","Medium",1,"N",5
15,"Snack ",23,15,4.8,"motorcycle",0,"No","Urban","Stormy","Medium",0,"N",10
21,"Buffet ",29,16,4.7,"scooter",0,"No","Metropolitan","Cloudy","Jam ",0,"N",15
34,"Meal ",28,15,4.8,"scooter",2,"No","Urban","Fog","Medium",1,"N",10
19,"Buffet ",36,22,4.7,"motorcycle",2,"No","Urban","Windy","Jam",1,"Y",15
41,"Buffet ",33,3,4.7,"scooter",0,"No","Urban","Cloudy","Medium",1,"N",5
31,"Meal ",32,13,4,"motorcycle",1,"No","Metropolitan","Fog","Jam ",0,"N",15
22,"Drinks ",29,23,4.9,"electric_scooter",1,"No","Metropolitan","Windy","Jam ",0,"N",5
29,"Snack ",38,13,4.6,"motorcycle",1,"No","Semi-Urban","Stormy","Low ",1,"N",15
29,"Meal ",29,7,4.9,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",1,"N",5
11,"Meal ",39,19,4.6,"electric_scooter",2,"No","Semi-Urban","Cloudy","Low ",0,"N",15
19,"Meal ",30,13,4.9,"motorcycle",1,"No","Metropolitan","Stormy","Low ",0,"Y",10
26,"Snack ",32,13,4.8,"motorcycle",1,"No","Metropolitan","Fog","Low ",1,"N",15
27,"Buffet ",23,19,4.8,"electric_scooter",1,"No","Urban","Sandstorms","Medium",0,"Y",5
30,"Drinks ",35,15,4.6,"electric_scooter",1,"No","Metropolitan","Stormy","Medium",0,"N",10
23,"Meal ",25,17,5,"electric_scooter",2,"No","Metropolitan","Sunny","Low ",0,"N",15
30,"Meal ",29,3,5,"scooter",1,"No","Semi-Urban","Stormy","Jam ",1,"N",10
20,"Buffet ",39,22,4.9,"electric_scooter",1,"No","Metropolitan","Windy","Jam ",1,"Y",5
27,"Meal ",33,23,4.9,"scooter",1,"No","Metropolitan","Sandstorms","Low ",0,"N",20
26,"Drinks ",33,23,4.7,"motorcycle",0,"No","Urban","Sunny","Jam ",0,"N",5
25,"Drinks ",22,23,4.5,"motorcycle",0,"No","Semi-Urban","Sandstorms","Low ",0,"N",5
27,"Meal ",23,13,4.7,"scooter",0,"No","Metropolitan","Cloudy","Jam ",1,"N",5
21,"Drinks ",20,7,4.6,"scooter",2,"No","Urban","Sunny","Jam ",1,"N",15
44,"Buffet ",21,11,3.8,"scooter",2,"No","Metropolitan","Sandstorms","Jam ",1,"N",10
24,"Snack ",26,23,4.9,"motorcycle",0,"No","Metropolitan","Stormy","Low ",1,"N",5
24,"Drinks ",27,3,4.8,"motorcycle",0,"No","Metropolitan","Sunny","Low ",0,"N",10
16,"Meal ",24,15,4.8,"electric_scooter",1,"No","Urban","Stormy","Jam",0,"N",10
22,"Meal ",21,16,4.8,"electric_scooter",0,"No","Metropolitan","Sandstorms","Low ",0,"N",10
40,"Drinks ",38,6,4.1,"scooter",1,"No","Metropolitan","Stormy","Jam ",0,"N",10
32,"Snack ",22,17,4,"electric_scooter",2,"No","Semi-Urban","Fog","Jam ",1,"Y",15
16,"Buffet ",21,22,4.7,"motorcycle",0,"No","Urban","Stormy","Medium",0,"N",15
40,"Drinks ",39,19,4.8,"scooter",0,"No","Metropolitan","Cloudy","Low",1,"N",5
34,"Buffet ",25,8,4.4,"motorcycle",1,"No","Urban","Sandstorms","Jam ",1,"N",5
12,"Buffet ",26,19,4.9,"motorcycle",2,"No","Urban","Fog","Medium",0,"N",15
21,"Snack ",34,2,4.9,"motorcycle",0,"No","Metropolitan","Windy","Jam ",0,"Y",15
30,"Drinks ",25,19,5,"electric_scooter",2,"No","Urban","Windy","Medium",0,"N",15
29,"Snack ",26,7,4.9,"motorcycle",0,"No","Metropolitan","Sunny","Low ",0,"N",15
15,"Snack ",26,5,4.3,"electric_scooter",0,"No","Metropolitan","Sandstorms","Low",0,"N",5
44,"Meal ",25,15,3.9,"scooter",1,"No","Metropolitan","Sandstorms","Jam ",1,"Y",10
21,"Meal ",36,17,4.7,"motorcycle",0,"No","Metropolitan","Sunny","Jam",0,"Y",15
22,"Buffet ",26,2,4.8,"scooter",2,"No","Metropolitan","Windy","Low ",1,"N",20
26,"Buffet ",26,19,5,"motorcycle",0,"No","Urban","Stormy","Jam",0,"N",15
10,"Meal ",33,18,5,"electric_scooter",2,"No","Urban","Sunny","Jam",0,"Y",15
41,"Meal ",27,5,3.8,"electric_scooter",2,"No","Semi-Urban","Sandstorms","Jam ",1,"N",5
36,"Drinks ",27,9,4.5,"motorcycle",0,"No","Metropolitan","Stormy","Jam ",1,"N",10
29,"Snack ",35,19,4.6,"scooter",2,"No","Urban","Windy","Low ",1,"Y",15
32,"Meal ",25,13,5,"motorcycle",0,"No","Urban","Cloudy","Medium",1,"N",5
17,"Drinks ",28,22,4.7,"motorcycle",0,"No","Metropolitan","Fog","Low ",1,"Y",5
16,"Snack ",21,17,4.6,"motorcycle",2,"No","Metropolitan","Sunny","Low ",1,"N",5
30,"Drinks ",30,14,4.7,"motorcycle",1,"No","Metropolitan","Windy","Medium",1,"Y",5
35,"Snack ",37,3,4.7,"electric_scooter",0,"No","Semi-Urban","Windy","Jam ",1,"N",15
26,"Buffet ",36,22,4.8,"motorcycle",2,"No","Metropolitan","Sandstorms","Medium",1,"N",15
32,"Drinks ",27,3,4.2,"scooter",2,"No","Metropolitan","Sandstorms","High ",1,"Y",15
20,"Meal ",38,22,4.9,"scooter",1,"No","Metropolitan","Sandstorms","High ",1,"N",10
48,"Drinks ",29,18,4.9,"motorcycle",0,"Yes","Metropolitan","Sandstorms","Jam ",1,"Y",5
39,"Snack ",25,19,3.7,"scooter",2,"No","Metropolitan","Windy","Jam ",1,"N",5
34,"Buffet ",24,2,4.1,"electric_scooter",0,"No","Urban","Windy","Jam",1,"N",5
21,"Meal ",20,3,4.1,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",0,"N",5
13,"Snack ",32,12,5,"scooter",1,"No","Metropolitan","Sandstorms","Low ",0,"N",25
20,"Drinks ",36,2,4.5,"scooter",0,"No","Urban","Cloudy","Medium",1,"N",15
26,"Drinks ",31,23,4.6,"motorcycle",0,"No","Urban","Windy","Low ",1,"Y",5
25,"Snack ",39,14,4.8,"scooter",0,"No","Urban","Sandstorms","Medium",1,"N",10
27,"Snack ",35,16,4.6,"scooter",1,"No","Semi-Urban","Sandstorms","Low ",0,"N",15
35,"Meal ",39,14,4.7,"motorcycle",0,"No","Semi-Urban","Sandstorms","Jam ",1,"Y",5
17,"Snack ",36,22,4.7,"scooter",1,"No","Urban","Stormy","Medium",0,"N",10
35,"Buffet ",36,3,3.5,"scooter",1,"No","Semi-Urban","Cloudy","Low ",1,"N",10
20,"Drinks ",26,13,4.6,"motorcycle",0,"No","Metropolitan","Stormy","High ",1,"N",5
14,"Drinks ",24,17,4.7,"motorcycle",1,"No","Urban","Stormy","Low",1,"N",20
11,"Meal ",23,8,4.9,"scooter",1,"No","Metropolitan","Windy","Low ",0,"Y",10
16,"Drinks ",32,18,4.6,"electric_scooter",1,"No","Metropolitan","Stormy","Medium",1,"N",10
11,"Meal ",35,17,4.9,"electric_scooter",2,"No","Metropolitan","Sandstorms","Low ",0,"N",10
16,"Meal ",20,22,4.9,"electric_scooter",0,"No","Semi-Urban","Sunny","Jam ",0,"N",15
16,"Buffet ",31,23,4.8,"motorcycle",0,"No","Semi-Urban","Sandstorms","High",0,"Y",10
10,"Meal ",24,18,4.6,"scooter",1,"No","Urban","Windy","Low",0,"N",5
13,"Snack ",30,16,4.8,"motorcycle",2,"No","Urban","Sunny","High",1,"N",10
36,"Drinks ",30,12,4.9,"motorcycle",0,"No","Metropolitan","Cloudy","Jam ",1,"Y",10
23,"Meal ",22,19,4.2,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",0,"N",5
36,"Meal ",34,18,4.9,"motorcycle",0,"No","Metropolitan","Sandstorms","Jam",1,"Y",10
16,"Drinks ",21,7,4.7,"motorcycle",1,"No","Metropolitan","Sunny","Jam ",0,"Y",10
25,"Meal ",37,2,4.7,"electric_scooter",2,"No","Urban","Stormy","High ",1,"N",15
12,"Snack ",21,17,4.6,"scooter",2,"No","Urban","Fog","Low ",1,"N",5
17,"Meal ",30,23,4.9,"motorcycle",1,"No","Metropolitan","Fog","Low ",1,"Y",15
28,"Snack ",20,19,4.9,"scooter",1,"No","Metropolitan","Windy","Low ",1,"N",5
18,"Snack ",21,13,4.9,"motorcycle",1,"No","Urban","Windy","Low ",0,"Y",5
26,"Meal ",38,3,4.7,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",0,"N",10
18,"Snack ",26,16,4.9,"electric_scooter",1,"No","Urban","Fog","Medium",1,"N",15
22,"Meal ",34,8,4.9,"motorcycle",0,"No","Metropolitan","Sunny","Medium",1,"N",5
24,"Snack ",34,18,4.9,"electric_scooter",2,"No","Metropolitan","Sunny","Jam ",0,"N",5
15,"Buffet ",26,2,4.6,"motorcycle",2,"No","Metropolitan","Stormy","Jam ",1,"N",15
15,"Snack ",32,8,4,"motorcycle",0,"No","Metropolitan","Stormy","Low ",1,"N",10
23,"Buffet ",31,23,4.6,"scooter",2,"No","Metropolitan","Windy","Medium",0,"Y",5
12,"Buffet ",35,23,5,"electric_scooter",2,"No","Urban","Windy","Low",0,"Y",20
26,"Snack ",20,16,4.8,"motorcycle",0,"No","Metropolitan","Sandstorms","High ",1,"Y",15
19,"Buffet ",22,18,4.6,"electric_scooter",1,"No","Metropolitan","Fog","Low ",0,"N",5
10,"Meal ",24,18,4.6,"scooter",1,"No","Urban","Windy","Low",0,"N",5
29,"Snack ",35,16,4.6,"scooter",1,"No","Urban","Sunny","Medium",1,"N",5
41,"Drinks ",33,8,3.8,"scooter",2,"Yes","Semi-Urban","Sandstorms","Jam ",2,"N",5
24,"Buffet ",28,16,4.5,"electric_scooter",1,"No","Metropolitan","Sunny","Jam ",1,"N",10
16,"Buffet ",21,2,4.7,"electric_scooter",2,"No","Metropolitan","Sandstorms","Jam ",1,"Y",5
26,"Drinks ",32,17,4.9,"electric_scooter",2,"No","Metropolitan","Stormy","Jam",0,"N",10
22,"Drinks ",37,21,4.9,"motorcycle",0,"No","Metropolitan","Sunny","Medium",1,"N",5
37,"Drinks ",23,1,4,"motorcycle",0,"No","Semi-Urban","Windy","Jam",1,"N",15
15,"Snack ",25,13,4.6,"scooter",1,"No","Metropolitan","Sandstorms","Low ",0,"N",5
31,"Snack ",29,13,4,"electric_scooter",2,"No","Metropolitan","Stormy","High ",1,"N",10
37,"Meal ",28,3,4.4,"scooter",0,"No","Metropolitan","Stormy","Jam ",1,"Y",10
17,"Snack ",23,22,4.6,"motorcycle",2,"No","Urban","Sunny","Medium",1,"Y",10
17,"Snack ",24,8,4.8,"motorcycle",1,"No","Metropolitan","Sandstorms","Low ",0,"N",15
32,"Buffet ",31,6,4,"motorcycle",0,"No","Metropolitan","Fog","Jam ",1,"N",10
26,"Snack ",22,5,4.5,"scooter",1,"No","Metropolitan","Fog","Jam ",1,"N",15
19,"Snack ",25,9,4.5,"electric_scooter",1,"No","Urban","Stormy","Jam ",1,"N",5
49,"Meal ",25,18,4.4,"motorcycle",0,"No","Urban","Stormy","Jam ",1,"N",10
25,"Buffet ",20,4,4.7,"motorcycle",0,"No","Metropolitan","Sandstorms","High ",1,"N",15
39,"Drinks ",26,7,3.5,"electric_scooter",2,"No","Metropolitan","Windy","Jam ",0,"Y",15
11,"Buffet ",37,23,5,"scooter",1,"No","Urban","Sunny","Low",0,"N",5
16,"Buffet ",22,22,4.8,"electric_scooter",2,"No","Metropolitan","Stormy","Low ",1,"Y",30
28,"Buffet ",38,22,4.6,"scooter",1,"No","Urban","Stormy","Jam",1,"N",5
19,"Snack ",28,18,4.7,"scooter",0,"No","Urban","Stormy","Low",1,"Y",10
26,"Snack ",31,4,4.5,"scooter",0,"No","Metropolitan","Fog","Low",1,"Y",15
44,"Buffet ",27,22,4.8,"motorcycle",0,"No","Metropolitan","Stormy","Medium",1,"N",10
26,"Snack ",21,23,4.7,"scooter",1,"No","Metropolitan","Sandstorms","Low ",1,"N",5
27,"Drinks ",33,19,4.8,"scooter",0,"No","Metropolitan","Stormy","Jam ",1,"N",15
17,"Buffet ",20,19,4.8,"scooter",2,"No","Urban","Sunny","Low",1,"N",15
39,"Drinks ",21,12,4,"motorcycle",0,"Yes","Metropolitan","Stormy","Medium",1,"N",10
34,"Drinks ",30,6,4.2,"motorcycle",0,"No","Metropolitan","Sunny","Jam ",1,"N",15
41,"Meal ",31,11,4.1,"motorcycle",0,"No","Metropolitan","Fog","Low ",2,"N",15
37,"Drinks ",33,9,4.1,"motorcycle",1,"No","Semi-Urban","Sunny","Jam ",1,"N",5
17,"Snack ",36,17,4.6,"electric_scooter",1,"No","Metropolitan","Sunny","High ",0,"Y",15
25,"Buffet ",20,21,4.7,"electric_scooter",0,"No","Urban","Stormy","Medium",0,"N",15
26,"Drinks ",25,6,4.6,"electric_scooter",2,"No","Semi-Urban","Windy","Low",1,"N",10
33,"Buffet ",30,2,4.3,"electric_scooter",1,"No","Urban","Sandstorms","Medium",1,"Y",5
29,"Buffet ",21,15,4.8,"motorcycle",0,"No","Semi-Urban","Sunny","Jam ",1,"N",10
26,"Meal ",39,19,4.8,"motorcycle",1,"No","Urban","Stormy","Jam",0,"N",5
20,"Drinks ",25,9,5,"motorcycle",0,"No","Metropolitan","Stormy","Low ",1,"N",10
27,"Snack ",26,22,4.7,"motorcycle",0,"No","Semi-Urban","Stormy","Jam ",1,"N",10
40,"Drinks ",33,3,4.9,"motorcycle",1,"No","Metropolitan","Fog","Jam ",0,"N",10
38,"Drinks ",33,19,4.7,"electric_scooter",2,"No","Metropolitan","Fog","Jam ",1,"N",10
